Project_ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
1893682949,2 backers,2 backers,43 backers,45 backers,5 backers,8 backers,16 backers,1 backer,8 backers,0 backers,1 backer,11 backers,6 backers,2 backers,6 backers,3 backers,4 backers,3 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780014712,2 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135064553,7 backers,3 backers,1 backer,1 backer,5 backers,8 backers,3 backers,8 backers,2 backers,6 backers,3 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734832263,15 backers,32 backers,79 backers,58 backers,7 backers,7 backers,3 backers,3 backers,2 backers,8 backers,0 backers,7 backers,6 backers,3 backers,8 backers,6 backers,0 backers,2 backers,0 backers,3 backers,3 backers,1 backer,1 backer,0 backers,1 backer,0 backers,,,,,,,,,,,,,,,,,,,,,
1015075727,5 backers,7 backers,23 backers,6 backers,4 backers,16 backers,4 backers,1 backer,1 backer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480373351,13 backers,19 backers,27 backers,8 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55610700,5 backers,5 backers,10 backers,16 backers,2 backers,0 backers,7 backers,5 backers,1 backer,8 backers,3 backers,7 backers,4 backers,2 backers,0 backers,6 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378566782,1 backer,0 backers,0 backers,0 backers,0 backers,0 backers,0 backers,0 backers,0 backers,0 backers,0 backers,0 backers,0 backers,0 backers,0 backers,1 backer,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649895501,20 backers,177 backers,72 backers,250 backers,253 backers,201 backers,75 backers,5 backers,3 backers,1 backer,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352304681,48 backers,3 backers,3 backers,0 backers,199 backers,100 backers,265 backers,29 backers,186 backers,115 backers,135 backers,45 backers,3 backers,2 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509898395,17 backers,4 backers,13 backers,20 backers,60 backers,59 backers,28 backers,5 backers,1 backer,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545328666,16 backers,64 backers,3 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737424163,3 backers,7 backers,25 backers,10 backers,1 backer,2 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568329767,16 backers,8 backers,10 backers,3 backers,1 backer,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381010914,45 backers,33 backers,13 backers,107 backers,29 backers,186 backers,64 backers,765 backers,260 backers,37 backers,16 backers,12 backers,3 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834979088,20 backers,25 backers,63 backers,22 backers,18 backers,15 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649747821,20 backers,100 backers,195 backers,100 backers,76 backers,6 backers,15 backers,5 backers,6 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49015311,1 backer,14 backers,17 backers,22 backers,15 backers,10 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747539840,2 backers,3 backers,7 backers,0 backers,1 backer,3 backers,0 backers,0 backers,4 backers,0 backers,0 backers,0 backers,0 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957883081,4 backers,1 backer,1 backer,11 backers,27 backers,6 backers,3 backers,0 backers,1 backer,0 backers,3 backers,1 backer,2 backers,1 backer,0 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371489668,48 backers,4 backers,170 backers,25 backers,10 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875939705,16 backers,107 backers,86 backers,22 backers,11 backers,7 backers,8 backers,4 backers,2 backers,1 backer,3 backers,0 backers,1 backer,1 backer,0 backers,0 backers,1 backer,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093529156,11 backers,36 backers,208 backers,14 backers,49 backers,38 backers,24 backers,12 backers,7 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484824490,24 backers,2 backers,8 backers,45 backers,6 backers,13 backers,47 backers,90 backers,2 backers,2 backers,0 backers,38 backers,4 backers,1 backer,3 backers,9 backers,2 backers,2 backers,1 backer,0 backers,1 backer,4 backers,0 backers,0 backers,0 backers,0 backers,0 backers,0 backers,0 backers,0 backers,0 backers,,,,,,,,,,,,,,,,
567191829,1 backer,3 backers,25 backers,38 backers,23 backers,16 backers,6 backers,0 backers,1 backer,0 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767982732,0 backers,0 backers,1 backer,0 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557132247,12 backers,3 backers,10 backers,83 backers,5 backers,3 backers,0 backers,3 backers,0 backers,1 backer,0 backers,0 backers,4 backers,0 backers,0 backers,0 backers,0 backers,0 backers,0 backers,0 backers,0 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,
2006562631,10 backers,267 backers,30 backers,6 backers,10 backers,32 backers,3 backers,7 backers,0 backers,3 backers,2 backers,1 backer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060219091,35 backers,41 backers,9 backers,8 backers,2 backers,1 backer,3 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2123243384,2 backers,4 backers,33 backers,29 backers,14 backers,2 backers,4 backers,1 backer,0 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288291736,2 backers,10 backers,9 backers,0 backers,3 backers,1 backer,2 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178008427,4 backers,0 backers,0 backers,0 backers,0 backers,0 backers,1 backer,0 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550872653,0 backers,0 backers,0 backers,1 backer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819693172,10 backers,7 backers,10 backers,1 backer,5 backers,3 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68554150,9 backers,17 backers,42 backers,26 backers,21 backers,5 backers,3 backers,4 backers,0 backers,0 backers,0 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642209412,14 backers,17 backers,1 backer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2136406670,84 backers,69 backers,57 backers,21 backers,32 backers,18 backers,22 backers,19 backers,6 backers,13 backers,15 backers,2 backers,9 backers,1 backer,0 backers,2 backers,1 backer,0 backers,0 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524930655,7 backers,5 backers,8 backers,5 backers,1 backer,0 backers,0 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183638441,89 backers,202 backers,83 backers,133 backers,28 backers,136 backers,23 backers,70 backers,14 backers,13 backers,17 backers,32 backers,10 backers,1 backer,0 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467384143,1 backer,3 backers,1 backer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82726509,3 backers,34 backers,2 backers,5 backers,20 backers,0 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268495207,2 backers,2 backers,11 backers,1 backer,0 backers,0 backers,0 backers,0 backers,0 backers,0 backers,0 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609208640,35 backers,100 backers,358 backers,8 backers,50 backers,102 backers,3 backers,3 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969038096,5 backers,9 backers,3 backers,7 backers,25 backers,7 backers,5 backers,2 backers,0 backers,0 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851209776,1 backer,1 backer,0 backers,0 backers,0 backers,1 backer,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480043138,0 backers,0 backers,3 backers,1 backer,0 backers,6 backers,1 backer,0 backers,4 backers,0 backers,0 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698387971,1 backer,2 backers,2 backers,1 backer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24159082,412 backers,88 backers,27 backers,5 backers,10 backers,1 backer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990354234,12 backers,80 backers,26 backers,131 backers,123 backers,15 backers,1 backer,10 backers,20 backers,5 backers,1 backer,20 backers,3 backers,3 backers,3 backers,3 backers,1 backer,2 backers,0 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559954209,25 backers,20 backers,20 backers,20 backers,15 backers,15 backers,15 backers,5 backers,1 backer,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976175746,46 backers,51 backers,93 backers,115 backers,110 backers,42 backers,21 backers,31 backers,22 backers,7 backers,0 backers,0 backers,0 backers,2 backers,46 backers,22 backers,5 backers,5 backers,2 backers,0 backers,6 backers,20 backers,3 backers,0 backers,2 backers,10 backers,0 backers,1 backer,2 backers,0 backers,0 backers,0 backers,,,,,,,,,,,,,,,
1222247812,12 backers,51 backers,12 backers,125 backers,160 backers,49 backers,8 backers,1 backer,15 backers,6 backers,7 backers,4 backers,1 backer,4 backers,1 backer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201822098,12 backers,80 backers,99 backers,20 backers,39 backers,9 backers,4 backers,2 backers,1 backer,1 backer,1 backer,1 backer,3 backers,1 backer,1 backer,2 backers,2 backers,1 backer,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353600100,8 backers,8 backers,2 backers,8 backers,0 backers,18 backers,6 backers,7 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674368594,2 backers,0 backers,2 backers,3 backers,2 backers,0 backers,0 backers,2 backers,1 backer,0 backers,1 backer,0 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734490652,7 backers,4 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785712301,120 backers,116 backers,141 backers,29 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190123726,14 backers,37 backers,805 backers,10 backers,10 backers,6 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077454655,28 backers,0 backers,0 backers,60 backers,0 backers,13 backers,20 backers,0 backers,5 backers,1 backer,0 backers,1 backer,1 backer,0 backers,1 backer,0 backers,0 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490029145,9 backers,1 backer,33 backers,42 backers,10 backers,40 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173848856,13 backers,368 backers,87 backers,50 backers,53 backers,68 backers,20 backers,42 backers,6 backers,3 backers,4 backers,3 backers,0 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314016841,41 backers,43 backers,15 backers,29 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427320159,0 backers,1 backer,0 backers,1 backer,3 backers,0 backers,0 backers,0 backers,0 backers,0 backers,1 backer,0 backers,0 backers,0 backers,0 backers,0 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654532479,1 backer,3 backers,5 backers,3 backers,2 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761523374,7 backers,2 backers,7 backers,2 backers,1 backer,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386655645,2 backers,12 backers,0 backers,6 backers,5 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456633887,40 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146597269,2 backers,0 backers,0 backers,2 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135063608,1 backer,0 backers,0 backers,0 backers,1 backer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811896039,2 backers,1 backer,1 backer,6 backers,1 backer,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64674572,13 backers,3 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843387469,4 backers,13 backers,2 backers,8 backers,201 backers,94 backers,50 backers,10 backers,22 backers,10 backers,14 backers,5 backers,1 backer,5 backers,0 backers,0 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498044371,2 backers,0 backers,3 backers,2 backers,3 backers,2 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786210055,1 backer,8 backers,10 backers,3 backers,7 backers,1 backer,0 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836077079,4 backers,35 backers,43 backers,15 backers,1 backer,2 backers,1 backer,13 backers,4 backers,2 backers,9 backers,3 backers,4 backers,1 backer,5 backers,11 backers,2 backers,3 backers,1 backer,1 backer,,,,,,,,,,,,,,,,,,,,,,,,,,,
401255074,0 backers,0 backers,0 backers,0 backers,0 backers,1 backer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789900313,6 backers,0 backers,7 backers,6 backers,0 backers,16 backers,0 backers,2 backers,4 backers,7 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439201473,10 backers,11 backers,2 backers,10 backers,0 backers,4 backers,1 backer,0 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109800528,4 backers,3 backers,8 backers,8 backers,5 backers,8 backers,2 backers,3 backers,1 backer,4 backers,0 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764000439,3 backers,0 backers,9 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263238734,33 backers,50 backers,2 backers,24 backers,13 backers,5 backers,24 backers,15 backers,20 backers,6 backers,2 backers,2 backers,2 backers,1 backer,0 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105554446,2 backers,0 backers,3 backers,2 backers,2 backers,0 backers,2 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857082205,2 backers,1 backer,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2097815255,6 backers,1 backer,6 backers,24 backers,6 backers,17 backers,23 backers,7 backers,18 backers,4 backers,2 backers,5 backers,5 backers,0 backers,4 backers,2 backers,1 backer,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920299486,0 backers,0 backers,1 backer,1 backer,0 backers,0 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722057620,3 backers,11 backers,2 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035831184,1 backer,0 backers,0 backers,1 backer,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313211754,3 backers,5 backers,5 backers,3 backers,37 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844846976,2 backers,10 backers,9 backers,2 backers,2 backers,2 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653433492,51 backers,47 backers,3 backers,15 backers,100 backers,30 backers,19 backers,10 backers,14 backers,10 backers,7 backers,11 backers,1 backer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95860406,1 backer,3 backers,4 backers,3 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287447033,30 backers,20 backers,8 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589280692,5 backers,128 backers,66 backers,132 backers,185 backers,100 backers,5 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831277825,3 backers,18 backers,5 backers,5 backers,9 backers,3 backers,4 backers,3 backers,16 backers,6 backers,4 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940111030,7 backers,10 backers,3 backers,13 backers,7 backers,1 backer,26 backers,6 backers,10 backers,7 backers,2 backers,10 backers,2 backers,2 backers,0 backers,0 backers,0 backers,1 backer,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082420953,1 backer,0 backers,2 backers,5 backers,0 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2135847199,1 backer,1 backer,0 backers,0 backers,0 backers,0 backers,0 backers,0 backers,1 backer,0 backers,0 backers,1 backer,0 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251895817,18 backers,10 backers,5 backers,1 backer,2 backers,2 backers,1 backer,5 backers,3 backers,0 backers,0 backers,0 backers,1 backer,1 backer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666743016,8 backers,13 backers,5 backers,4 backers,0 backers,2 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714391757,0 backers,1 backer,4 backers,0 backers,0 backers,0 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762802731,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818665993,2 backers,8 backers,8 backers,10 backers,2 backers,2 backers,3 backers,5 backers,0 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708721182,0 backers,6 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751390827,278 backers,577 backers,7 backers,32 backers,59 backers,25 backers,25 backers,38 backers,10 backers,20 backers,7 backers,10 backers,0 backers,1 backer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074274940,64 backers,100 backers,150 backers,300 backers,500 backers,"1,000 backers","1,000 backers",999 backers,471 backers,500 backers,250 backers,800 backers,800 backers,800 backers,404 backers,150 backers,200 backers,200 backers,200 backers,200 backers,71 backers,50 backers,50 backers,80 backers,70 backers,70 backers,29 backers,10 backers,10 backers,15 backers,15 backers,10 backers,5 backers,2 backers,4 backers,4 backers,,,,,,,,,,,
124504999,6 backers,6 backers,152 backers,3 backers,1 backer,20 backers,21 backers,0 backers,2 backers,0 backers,1 backer,3 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802309750,0 backers,4 backers,4 backers,0 backers,0 backers,2 backers,0 backers,3 backers,0 backers,0 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031662098,4 backers,5 backers,2 backers,3 backers,5 backers,10 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512226115,6 backers,2 backers,1 backer,1 backer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240014774,3 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008858432,3 backers,3 backers,42 backers,13 backers,3 backers,4 backers,2 backers,0 backers,0 backers,1 backer,0 backers,1 backer,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991333495,2 backers,1 backer,15 backers,12 backers,5 backers,1 backer,2 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310901056,50 backers,198 backers,83 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673471033,0 backers,0 backers,2 backers,2 backers,0 backers,1 backer,0 backers,1 backer,1 backer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687710208,3 backers,9 backers,15 backers,10 backers,5 backers,10 backers,7 backers,17 backers,17 backers,8 backers,1 backer,0 backers,0 backers,0 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614704759,20 backers,20 backers,43 backers,20 backers,26 backers,6 backers,8 backers,2 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205017933,7 backers,5 backers,0 backers,3 backers,2 backers,3 backers,0 backers,1 backer,5 backers,2 backers,1 backer,0 backers,0 backers,0 backers,0 backers,1 backer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632336119,76 backers,"1,270 backers",425 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745974178,2 backers,0 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947705896,3 backers,1 backer,1 backer,1 backer,1 backer,1 backer,2 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622505911,100 backers,100 backers,64 backers,36 backers,94 backers,8 backers,3 backers,3 backers,9 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433834107,37 backers,32 backers,30 backers,7 backers,66 backers,7 backers,95 backers,10 backers,10 backers,10 backers,23 backers,12 backers,10 backers,6 backers,11 backers,1 backer,6 backers,2 backers,1 backer,1 backer,0 backers,0 backers,1 backer,0 backers,,,,,,,,,,,,,,,,,,,,,,,
1054455826,12 backers,10 backers,8 backers,2 backers,3 backers,4 backers,1 backer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247251284,6 backers,8 backers,50 backers,3 backers,7 backers,18 backers,5 backers,26 backers,2 backers,15 backers,5 backers,11 backers,12 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005570712,13 backers,23 backers,30 backers,15 backers,3 backers,11 backers,7 backers,1 backer,1 backer,0 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336970008,7 backers,0 backers,0 backers,48 backers,9 backers,2 backers,8 backers,0 backers,7 backers,7 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265716500,445 backers,554 backers,39 backers,318 backers,18 backers,419 backers,24 backers,207 backers,13 backers,95 backers,8 backers,39 backers,5 backers,127 backers,7 backers,94 backers,8 backers,5 backers,8 backers,5 backers,1 backer,,,,,,,,,,,,,,,,,,,,,,,,,,
1357565595,6 backers,5 backers,4 backers,0 backers,0 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622982205,76 backers,60 backers,14 backers,4 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053803021,12 backers,95 backers,85 backers,225 backers,50 backers,20 backers,16 backers,6 backers,2 backers,1 backer,0 backers,250 backers,470 backers,7 backers,25 backers,9 backers,8 backers,10 backers,2 backers,9 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,
296303005,2 backers,78 backers,5 backers,4 backers,5 backers,3 backers,7 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686755623,7 backers,90 backers,59 backers,30 backers,23 backers,5 backers,1 backer,1 backer,1 backer,5 backers,7 backers,1 backer,3 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818985861,0 backers,1 backer,4 backers,7 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228780040,1 backer,0 backers,2 backers,2 backers,0 backers,0 backers,0 backers,0 backers,0 backers,1 backer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172623559,0 backers,2 backers,0 backers,0 backers,0 backers,1 backer,0 backers,0 backers,0 backers,0 backers,0 backers,0 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865836398,81 backers,75 backers,79 backers,22 backers,31 backers,28 backers,14 backers,5 backers,3 backers,0 backers,0 backers,0 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026313952,19 backers,9 backers,15 backers,0 backers,10 backers,26 backers,0 backers,2 backers,5 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955323969,35 backers,2 backers,10 backers,4 backers,4 backers,2 backers,1 backer,8 backers,2 backers,3 backers,0 backers,2 backers,0 backers,0 backers,1 backer,0 backers,8 backers,0 backers,5 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956768365,28 backers,16 backers,49 backers,35 backers,6 backers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
