Project_ID,status
227344402.0,Error
394089817.0,Error
212140078.0,Error
172294193.0,Error
223150143.0,Error
211517504.0,Error
387252318.0,Error
113377403.0,Error
379792064.0,Error
354418821.0,Error
203751576.0,Error
107348138.0,Error
140312784.0,Error
116130006.0,Error
357062010.0,Error
366739689.0,Error
115146989.0,Error
396372698.0,Error
222986529.0,Error
349503807.0,Error
230261056.0,Error
211550546.0,Error
108233079.0,Error
169148798.0,Error
175440257.0,Error
16875914.0,Error
107774379.0,Error
104661425.0,Error
195887550.0,Error
225755213.0,Error
189006305.0,Error
198312423.0,Error
206078484.0,Error
364685443.0,Error
178717223.0,Error
231489489.0,Error
116195928.0,Error
349536861.0,Error
232599491.0,Error
190939763.0,Error
173933181.0,Error
236514221.0,Error
20316811.0,Error
394032662.0,Error
217481902.0,Error
194282185.0,Error
16581332.0,Error
172655325.0,Error
350576315.0,Error
346898564.0,Error
186286897.0,Error
111881013.0,Error
101974863.0,Error
211551060.0,Error
378209113.0,Error
163447643.0,Error
10519394.0,Error
198050666.0,Error
361104248.0,Error
205345015.0,Error
15532950.0,Error
391996650.0,Error
363365281.0,Error
349481801.0,Error
223177291.0,Error
235963340.0,Error
184353752.0,Error
388743333.0,Error
119702507.0,Error
230485986.0,Error
358286360.0,Error
374172507.0,Error
108037165.0,Error
364938295.0,Error
345211968.0,Error
203920912.0,Error
360809573.0,Error
227509356.0,Error
231703661.0,Error
349061313.0,Error
190514312.0,Error
369230992.0,Error
105240088.0,Error
372507818.0,Error
182289589.0,Error
109642943.0,Error
378003505.0,Error
184124616.0,Error
234226893.0,Error
201295055.0,Error
106726619.0,Error
19105019.0,Error
117441792.0,Error
358122756.0,Error
230556970.0,Error
220005692.0,Error
20774070.0,Error
386564321.0,Error
20786061.0,Error
200508764.0,Error
15172968.0,Error
116189032.0,Error
345048442.0,Error
182912380.0,Error
380142990.0,Error
141361389.0,Error
348652952.0,Error
373348249.0,Error
213616044.0,Error
361464052.0,Error
197559752.0,Error
217929295.0,Error
11316133.0,Error
361104921.0,Error
371951131.0,Error
214089989.0,Error
377001567.0,Error
368444993.0,Error
375621194.0,Error
237766225.0,Error
232883834.0,Error
185239175.0,Error
393019671.0,Error
376755542.0,Error
194478087.0,Error
166488756.0,Error
374452135.0,Error
22342966.0,Error
386634077.0,Error
174893771.0,Error
198535903.0,Error
377094477.0,Error
379388268.0,Error
171508139.0,Error
235274769.0,Error
230992254.0,Error
383418925.0,Error
194292495.0,Error
218413801.0,Error
224264990.0,Error
215728270.0,Error
382600027.0,Error
385672197.0,Error
107266211.0,Error
117260975.0,Error
197854185.0,Error
358024171.0,Error
227509239.0,Error
23947319.0,Error
352134618.0,Error
379585589.0,Error
22369806.0,Error
237824870.0,Error
232964286.0,Error
187761792.0,Error
220136668.0,Error
354468049.0,Error
232457466.0,Error
368328918.0,Error
391218466.0,Error
231433097.0,Error
224789871.0,Error
200668640.0,Error
201130225.0,Error
220169683.0,Error
199579219.0,Error
223024730.0,Error
365135395.0,Error
224219646.0,Error
373065329.0,Error
115660394.0,Error
234929090.0,Error
369967389.0,Error
353157420.0,Error
393021228.0,Error
222850015.0,Error
193885309.0,Error
367314817.0,Error
230444967.0,Error
173321531.0,Error
372553215.0,Error
